,주소,건물명,건축년도,면적,계약월,건물용도,구,CPI,전년도동월 대비 CPI 등락률,전세수급-서울-6개월 전,매매수급-서울-6개월 전,주택담보대출 (연리%)-6개월 전,전세자금대출 (연리%)-6개월 전,미래 전세가 예측값,미래 매매가 예측값,월별평균 전세가,월별평균 매매가
813059,노원구 상계동 1132-28,수락네스트죤,2003.0,30,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,8743.252,11259.043,12000.0,11004.0
813969,노원구 상계동 1258-0,오피앙,2004.0,23,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,8335.871,10130.962,8754.0,10000.0
814233,노원구 상계동 1262-0,하이베라스,2003.0,36,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,10150.934,13183.457,11972.0,12189.0
814415,노원구 상계동 1262-0,하이베라스,2003.0,39,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,10846.276,14642.867,13000.0,14932.0
814779,노원구 상계동 1267-0,토마토파르코,2005.0,31,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,10943.286,13770.87,11803.0,14800.0
814961,노원구 상계동 1267-0,토마토파르코,2005.0,37,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,12104.211,15455.675,13002.0,15800.0
826117,노원구 상계동 341-15,마블러스2,2003.0,23,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,7076.5776,9072.493,10001.0,9457.0
826299,노원구 상계동 341-7,마블러스1,2003.0,26,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,7837.8716,9718.054,9271.0,12157.0
834700,노원구 상계동 734-3,노빌리안골드,2004.0,28,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,9753.189,13609.645,9788.0,13504.0
834791,노원구 상계동 734-3,노빌리안골드,2004.0,30,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,10493.582,14633.84,12873.0,13530.0
854798,노원구 중계동 506-0,(506),2005.0,42,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,15229.883,21292.15,16058.0,17932.0
854889,노원구 중계동 506-0,(506),2005.0,51,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,19937.812,26836.182,24504.0,31184.0
855071,노원구 중계동 506-0,(506),2005.0,66,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,25447.213,34573.633,31004.0,36682.0
855162,노원구 중계동 506-0,(506),2005.0,69,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,25878.443,35229.26,30197.0,38101.0
855253,노원구 중계동 506-0,(506),2005.0,72,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,27907.512,38341.336,31004.0,45576.0
855344,노원구 중계동 506-0,(506),2005.0,73,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,27905.799,38341.336,32571.0,45813.0
855435,노원구 중계동 506-0,(506),2005.0,81,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,32113.82,42805.59,43006.0,49002.0
855617,노원구 중계동 506-0,(506),2005.0,89,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,33699.402,46733.836,44794.0,57002.0
855708,노원구 중계동 506-0,(506),2005.0,93,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,36303.184,51110.32,39344.0,57860.0
855799,노원구 중계동 509-1,씨앤미,2004.0,34,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,12411.653,16663.688,12767.0,16501.0
857760,노원구 중계동 58-34,이연아마빌레,2003.0,154,2025-08,아파트,노원구,113,2.1,55.3,60.6,5.3,5,51157.957,70673.49,60816.0,58105.0
861915,노원구 중계동 597-0,경남아너스빌,2002.0,93,2025-08,아파트,노원구,113,2.1,55.3,60.6,5.3,5,37366.746,53347.72,44199.0,43223.0
862898,노원구 중계동 606-0,한화꿈에그린TheFirst,2014.0,79,2025-08,아파트,노원구,113,2.1,55.3,60.6,5.3,5,37550.793,53502.797,44934.0,58127.0
864098,노원구 하계동 256-13,삼정 이오니아,2003.0,29,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,9185.446,12637.484,9940.0,11406.0
864371,노원구 하계동 256-13,삼정 이오니아,2003.0,58,2025-08,오피스텔,노원구,113,2.1,55.3,60.6,5.3,5,19164.754,27235.227,20530.0,21387.0
868592,도봉구 도봉동 596-9,퍼스트빌,2003.0,19,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,5543.553,5261.117,5637.0,2387.0
868740,도봉구 도봉동 596-9,퍼스트빌,2003.0,22,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,6179.4165,5681.8125,6992.0,2686.0
869064,도봉구 도봉동 62-3,도봉 투웨니퍼스트 1단지,2017.0,30,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,16277.8545,18209.703,16600.0,16949.0
877345,도봉구 방학동 695-21,신주아파트B,2003.0,57,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,14253.208,20322.549,14287.0,18009.0
877800,도봉구 방학동 705-17,퍼스티안,2013.0,14,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,7834.187,7806.368,9718.0,11686.0
878026,도봉구 방학동 712-17,태솔에버빌아파트,2008.0,62,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,21482.266,27962.73,23260.0,24699.0
878191,도봉구 방학동 712-5,태솔에버빌(712-5),2008.0,75,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,24073.557,33384.99,25694.0,26483.0
878464,도봉구 방학동 713-12,우암쎈스뷰아파트,2003.0,68,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,21442.986,28089.873,41521.0,38902.0
878555,도봉구 방학동 713-12,우암쎈스뷰아파트,2003.0,69,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,21282.209,28139.885,23229.0,36812.0
879454,도봉구 방학동 717-2,방학지음재힐스,2018.0,22,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,14033.167,16106.535,15335.0,16060.0
879818,도봉구 방학동 719-2,북한산현대렉시온오피스텔,2004.0,26,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,8926.959,8866.97,9294.0,10579.0
879909,도봉구 방학동 719-2,북한산현대렉시온오피스텔,2004.0,32,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,10574.801,12085.257,10789.0,14729.0
882517,도봉구 방학동 741-0,성진파크뷰아파트,2019.0,45,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,23110.215,29703.469,28716.0,34782.0
882613,도봉구 방학동 741-0,성진파크뷰아파트,2019.0,50,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,26193.793,36782.17,27671.0,32835.0
882714,도봉구 쌍문동 103-69,쌍문리버뷰,2019.0,46,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,24463.297,30968.082,24622.0,30211.0
883575,도봉구 쌍문동 138-33,원산,2002.0,66,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,19198.734,25572.533,22519.0,21767.0
883757,도봉구 쌍문동 139-52,신동아,2003.0,55,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,14260.731,20274.727,14768.0,19058.0
883939,도봉구 쌍문동 143-52,영진,2001.0,53,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,13678.464,18557.178,14617.0,18348.0
886370,도봉구 쌍문동 311-0,그린스테이트,2010.0,73,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,24783.703,34842.652,25694.0,28789.0
886459,도봉구 쌍문동 311-0,그린스테이트,2010.0,78,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,25670.81,36062.652,28975.0,33522.0
889376,도봉구 쌍문동 574-0,성원하이츠A동,2004.0,71,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,21105.654,29404.238,26540.0,31228.0
889405,도봉구 쌍문동 574-0,성원하이츠A동,2004.0,77,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,21771.693,30565.002,24140.0,30237.0
889650,도봉구 쌍문동 575-0,시그마팰리스,2003.0,56,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,15098.897,21245.602,20963.0,30016.0
889832,도봉구 쌍문동 575-0,시그마팰리스,2003.0,70,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,19623.562,26704.463,24124.0,22997.0
892493,도봉구 쌍문동 711-0,도봉금강아미움파크타운,2018.0,64,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,26945.023,34853.348,29252.0,39476.0
892631,도봉구 쌍문동 713-0,에덴,2001.0,67,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,18919.672,26728.387,20201.0,32605.0
894542,도봉구 쌍문동 727-0,파라다이스빌,2004.0,58,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,19018.754,24873.39,22188.0,31870.0
894906,도봉구 쌍문동 728-0,북한산월드메르디앙,2005.0,71,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,25499.68,34820.434,26781.0,54918.0
895361,도봉구 쌍문동 729-0,브라운스톤쌍문,2006.0,75,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,25853.287,35927.844,28992.0,61327.0
896795,도봉구 쌍문동 733-0,솔밭노블리안,2019.0,58,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,28007.29,37244.324,29759.0,39219.0
897716,도봉구 쌍문동 96-39,스마트빌,2014.0,56,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,21285.71,27814.04,26634.0,32554.0
897884,도봉구 창동 13-2,EQ빌딩,2004.0,26,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,8381.244,9170.515,8750.0,12937.0
897975,도봉구 창동 13-2,EQ빌딩,2004.0,28,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,8970.592,10154.286,10891.0,13456.0
898157,도봉구 창동 135-28,창동 SR스타빌,2003.0,28,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,7524.5303,8089.868,13009.0,10199.0
898248,도봉구 창동 135-28,창동 SR스타빌,2003.0,29,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,7575.855,8493.345,9437.0,10680.0
898407,도봉구 창동 135-28,창동 SR스타빌,2003.0,36,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,9296.722,11247.878,11962.0,12247.0
898680,도봉구 창동 254-5,현진아파트,2004.0,65,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,20424.744,28474.14,23292.0,35714.0
898771,도봉구 창동 254-5,현진아파트,2004.0,70,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,20971.666,29602.592,21712.0,30508.0
900045,도봉구 창동 296-1,타임프라자,2004.0,34,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,10810.656,13218.002,13213.0,13022.0
902838,도봉구 창동 338-0,창동신원리베르텔,2003.0,34,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,9273.477,11387.093,9449.0,14114.0
902929,도봉구 창동 338-0,창동신원리베르텔,2003.0,35,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,9273.477,11387.093,11367.0,15958.0
902975,도봉구 창동 338-0,창동신원리베르텔,2003.0,36,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,9399.473,11513.892,11367.0,14197.0
906754,도봉구 창동 552-12,엘리시아,2020.0,53,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,28030.95,39453.33,32896.0,34420.0
907429,도봉구 창동 585-1,ESA홈타운,2005.0,58,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,17145.645,20575.846,18110.0,18467.0
907520,도봉구 창동 585-1,ESA홈타운,2005.0,72,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,22066.643,28936.0,22429.0,25377.0
907938,도봉구 창동 603-5,우성하우스빌,2009.0,75,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,22229.242,28753.68,22265.0,24880.0
908203,도봉구 창동 607-4,보람아파트,2004.0,81,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,22515.654,31263.266,24624.0,31039.0
908896,도봉구 창동 621-4,노블캐슬오피스텔,2003.0,25,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,6372.828,6240.9707,7419.0,10031.0
909205,도봉구 창동 623-48,북한산 드림시티,2020.0,30,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,20670.871,23288.084,21464.0,22252.0
909295,도봉구 창동 623-49,우성오스빌,2004.0,46,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,13257.866,16375.618,14888.0,16762.0
909629,도봉구 창동 623-6,북한산 파크,2018.0,29,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,15461.61,17453.346,16678.0,21209.0
909720,도봉구 창동 624-1,북한산현대홈시티(624-1),2005.0,61,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,20984.283,25600.877,24334.0,24754.0
909811,도봉구 창동 624-1,북한산현대홈시티(624-1),2005.0,62,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,20970.34,25650.674,21132.0,27405.0
909902,도봉구 창동 624-1,북한산현대홈시티(624-1),2005.0,64,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,21035.76,26218.19,21962.0,23979.0
910056,도봉구 창동 624-15,태솔유니크빌,2002.0,58,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,12618.491,16737.605,14343.0,16086.0
910147,도봉구 창동 624-15,태솔유니크빌,2002.0,70,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,18172.508,23078.5,18396.0,19972.0
910303,도봉구 창동 628-17,승윤노블리안시티101동,2016.0,58,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,18205.506,22573.574,19108.0,20951.0
910335,도봉구 창동 628-28,승윤노블리안시티102동,2016.0,58,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,18205.506,22573.574,18264.0,23592.0
911048,도봉구 창동 630-10,창동 북한산드림시티 2차,2020.0,28,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,20060.88,22784.287,21000.0,26868.0
911158,도봉구 창동 630-5,창동 투웨니퍼스트,2017.0,42,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,18722.502,24093.156,20984.0,25565.0
911257,도봉구 창동 632-1,삼일맨션,2012.0,52,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,16801.533,21647.424,20000.0,22038.0
911294,도봉구 창동 632-29,대원쉐르빌11차,2019.0,57,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,24082.896,28854.133,24738.0,26128.0
911658,도봉구 창동 647-1,북한산현대홈시티(647-1),2005.0,61,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,20984.283,25935.246,25711.0,29224.0
911749,도봉구 창동 647-1,북한산현대홈시티(647-1),2005.0,62,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,20970.34,25985.045,23000.0,25743.0
911840,도봉구 창동 647-1,북한산현대홈시티(647-1),2005.0,64,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,21035.76,26552.56,23168.0,25324.0
911931,도봉구 창동 647-11,북한산현대홈시티(647-11),2005.0,61,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,20984.283,25935.246,24797.0,26398.0
912022,도봉구 창동 647-11,북한산현대홈시티(647-11),2005.0,62,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,20970.34,25985.045,26445.0,29148.0
912113,도봉구 창동 647-11,북한산현대홈시티(647-11),2005.0,64,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,21035.76,26552.56,23244.0,29855.0
912247,도봉구 창동 655-28,보성오피스텔,2003.0,25,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,6389.174,6008.197,8301.0,6890.0
912338,도봉구 창동 655-28,보성오피스텔,2003.0,26,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,6483.4976,6271.558,7671.0,7289.0
912429,도봉구 창동 655-28,보성오피스텔,2003.0,27,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,6631.8843,6411.898,7068.0,7408.0
912520,도봉구 창동 655-28,보성오피스텔,2003.0,28,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,6694.8057,6886.938,8317.0,7618.0
912611,도봉구 창동 655-28,보성오피스텔,2003.0,29,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,6728.141,7290.418,7852.0,8110.0
912702,도봉구 창동 655-28,보성오피스텔,2003.0,30,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,7155.4556,7664.969,8747.0,8282.0
912793,도봉구 창동 659-29,삼성쉐르빌퍼스티,2004.0,34,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,9986.908,11840.15,10023.0,16500.0
912884,도봉구 창동 659-29,삼성쉐르빌퍼스티,2004.0,35,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,9986.908,11840.15,10505.0,17009.0
913373,도봉구 창동 661-5,신건영아파트,2002.0,31,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,6638.6885,6286.141,8402.0,11318.0
913412,도봉구 창동 661-5,신건영아파트,2002.0,34,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,7433.634,8404.349,8666.0,9436.0
913531,도봉구 창동 661-55,스마트트라움,2021.0,16,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,14034.279,17169.18,15000.0,16619.0
914917,도봉구 창동 7-0,월가타워,2013.0,13,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,7556.9854,9033.837,8393.0,9043.0
914996,도봉구 창동 7-0,월가타워,2013.0,15,2025-08,아파트,도봉구,113,2.1,55.3,60.6,5.3,5,7637.415,9237.44,9006.0,9071.0
915619,도봉구 창동 715-9,JINI vill,2012.0,46,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,14280.015,18665.104,18924.0,19644.0
916441,도봉구 창동 749-14,라르플레이스1단지,2020.0,28,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,20330.986,24542.186,20912.0,20145.0
916525,도봉구 창동 749-15,라르플레이스2단지,2019.0,29,2025-08,오피스텔,도봉구,113,2.1,55.3,60.6,5.3,5,16660.783,20837.89,17328.0,16875.0
925706,동대문구 답십리동 243-6,써밋카운티,2021.0,18,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,18078.732,21360.668,19960.0,21102.0
925725,동대문구 답십리동 243-6,써밋카운티,2021.0,21,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,19831.414,23373.375,21241.0,22237.0
925740,동대문구 답십리동 243-6,써밋카운티,2021.0,22,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,20092.79,25148.629,22126.0,23192.0
926893,동대문구 답십리동 465-55,한원힐트리움아파트,2020.0,35,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,27972.17,35293.992,33509.0,39226.0
926899,동대문구 답십리동 465-55,한원힐트리움아파트,2020.0,43,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,30165.28,38447.656,44557.0,48170.0
927121,동대문구 답십리동 488-338,스타클래스,2019.0,35,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,23231.602,27790.525,24822.0,25788.0
927172,동대문구 답십리동 488-338,스타클래스,2019.0,37,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,23333.582,27837.912,25148.0,33312.0
927445,동대문구 답십리동 492-4,답십리한화오벨리스크,2004.0,32,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11956.538,15402.566,13539.0,14919.0
927536,동대문구 답십리동 492-4,답십리한화오벨리스크,2004.0,35,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,12712.775,15792.457,15013.0,14078.0
927918,동대문구 답십리동 494-1,한일노벨리아,2016.0,22,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,16286.253,19641.938,18849.0,20573.0
927997,동대문구 답십리동 494-1,한일노벨리아,2016.0,30,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,21848.906,27081.61,22064.0,27812.0
928219,동대문구 답십리동 497-9,젠트리움,2020.0,16,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,15844.351,17860.838,18000.0,17132.0
928277,동대문구 답십리동 497-9,젠트리움,2020.0,20,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,18054.6,20806.883,22565.0,27615.0
928302,동대문구 답십리동 497-9,젠트리움,2020.0,22,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,18974.398,22856.113,23067.0,30811.0
928757,동대문구 답십리동 498-5,메트로팰리스,2005.0,26,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,10879.318,12391.61,12010.0,11792.0
928939,동대문구 답십리동 498-5,메트로팰리스,2005.0,44,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,16378.112,21415.717,16791.0,18706.0
929288,동대문구 답십리동 498-7,청계지웰,2012.0,27,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,14832.594,17650.11,15769.0,12974.0
929368,동대문구 답십리동 530-15,현대썬앤빌청계,2016.0,14,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,12656.263,14364.428,12812.0,11800.0
929528,동대문구 답십리동 530-15,현대썬앤빌청계,2016.0,18,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,13423.014,15395.785,15044.0,14989.0
929617,동대문구 답십리동 530-17,한성아펠시티,2019.0,22,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,15982.226,17856.42,16355.0,17284.0
929661,동대문구 답십리동 530-17,한성아펠시티,2019.0,30,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,20515.102,24450.912,23527.0,26000.0
929839,동대문구 답십리동 530-4,보광타워,2019.0,22,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,18358.787,21404.562,20697.0,20947.0
929890,동대문구 답십리동 530-4,보광타워,2019.0,23,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,21039.816,23709.357,21376.0,23045.0
929933,동대문구 답십리동 530-4,보광타워,2019.0,24,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,21102.336,24034.28,22422.0,23938.0
932657,동대문구 답십리동 999-0,청계벽산메가트리움,2006.0,28,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11994.502,13684.386,12940.0,14300.0
932839,동대문구 답십리동 999-0,청계벽산메가트리움,2006.0,34,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,13600.219,16243.244,13606.0,14467.0
932930,동대문구 답십리동 999-0,청계벽산메가트리움,2006.0,42,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,15710.948,21745.19,15927.0,16371.0
933225,동대문구 신설동 100-22,(100-22),1992.0,31,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,9541.624,10806.321,10498.0,10497.0
933276,동대문구 신설동 100-26,포레스트힐시티,2018.0,15,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,13502.449,15187.558,15981.0,15926.0
933335,동대문구 신설동 100-26,포레스트힐시티,2018.0,18,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,14368.1045,16445.436,15459.0,16559.0
933378,동대문구 신설동 100-26,포레스트힐시티,2018.0,19,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,15216.002,17029.158,15629.0,15660.0
933496,동대문구 신설동 117-14,드림빌리지 오피스텔,2004.0,29,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11181.325,13677.43,11849.0,14092.0
933607,동대문구 신설동 72-8,스테이 하이 오피스텔,2020.0,23,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,20594.736,24285.877,21873.0,19610.0
933634,동대문구 신설동 72-8,스테이 하이 오피스텔,2020.0,25,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,22005.543,26282.174,25173.0,28039.0
933669,동대문구 신설동 72-8,스테이 하이 오피스텔,2020.0,28,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,23705.166,28369.432,25254.0,25199.0
934015,동대문구 신설동 91-262,브릿지하임,2022.0,15,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,17599.898,19562.6,18821.0,22236.0
934106,동대문구 신설동 97-8,동광동대문베르빌,2004.0,28,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11138.724,13348.064,13525.0,15733.0
934197,동대문구 신설동 97-8,동광동대문베르빌,2004.0,29,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11181.325,13677.43,13500.0,14530.0
934288,동대문구 용두동 100-1,랜드마크타워1,2004.0,28,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11138.724,13348.064,11376.0,13763.0
934379,동대문구 용두동 100-1,랜드마크타워1,2004.0,29,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11181.325,13677.43,12000.0,13910.0
934506,동대문구 용두동 100-5,동대문베네스트,2020.0,18,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,17372.639,20237.582,19833.0,21887.0
934879,동대문구 용두동 102-172,홈-스타,2007.0,64,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,28598.22,38466.664,29241.0,18444.0
935064,동대문구 용두동 104-34,가우디캐슬,2019.0,30,2025-08,아파트,동대문,113,2.1,55.3,60.6,5.3,5,22338.514,27282.848,25000.0,27222.0
936904,동대문구 용두동 236-1,신설동역대우아이빌(236-1),2004.0,30,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11619.968,14272.809,14570.0,13223.0
937086,동대문구 용두동 236-1,신설동역대우아이빌(236-1),2004.0,69,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,26513.094,36732.05,38278.0,60730.0
937268,동대문구 용두동 236-4,신설동역대우아이빌(236-4),2004.0,28,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11138.724,13371.741,12842.0,12591.0
937359,동대문구 용두동 236-4,신설동역대우아이빌(236-4),2004.0,30,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,11619.968,14272.809,12196.0,13777.0
937405,동대문구 용두동 255-58,창보리버리치,2019.0,20,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,15195.867,16681.5,16468.0,20410.0
937512,동대문구 용두동 255-70,청계다우 아트리체 디벨,2020.0,20,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,17698.236,20176.645,20017.0,21041.0
937531,동대문구 용두동 255-70,청계다우 아트리체 디벨,2020.0,27,2025-08,오피스텔,동대문,113,2.1,55.3,60.6,5.3,5,23351.26,27189.986,28081.0,24150.0
